vt_group,no.,salary,financial_achievement,incentive_target,incentive,a,b
11,25,63816000,45.5,10,2903628.0,5.5,40.0
11,26,55728000,45.5,10,2535624.0,5.5,40.0
11,27,57384000,45.5,10,2610972.0,5.5,40.0
11,28,57384000,45.5,10,2610972.0,5.5,40.0
11,29,57384000,45.5,10,2610972.0,5.5,40.0
11,30,57384000,45.5,10,2610972.0,5.5,40.0
11,31,57384000,45.5,10,2610972.0,5.5,40.0
11,32,56808000,45.5,10,2584764.0,5.5,40.0
11,33,58488000,45.5,10,2661204.0,5.5,40.0
11,34,58848000,45.5,10,2677584.0,5.5,40.0
11,35,65448000,45.5,10,2977884.0,5.5,40.0
11,36,65040000,45.5,10,2959320.0,5.5,40.0
11,37,61032000,45.5,10,2776956.0,5.5,40.0
11,38,55728000,45.5,10,2535624.0,5.5,40.0
11,39,57384000,45.5,10,2610972.0,5.5,40.0
11,40,59688000,45.5,10,2715804.0,5.5,40.0
11,41,59064000,45.5,10,2687412.0,5.5,40.0
11,42,65304000,45.5,10,2971332.0,5.5,40.0
11,43,68736000,45.5,10,3127488.0,5.5,40.0
11,44,62760000,45.5,10,2855580.0,5.5,40.0
11,45,57744000,45.5,10,2627352.0,5.5,40.0
11,46,57384000,45.5,10,2610972.0,5.5,40.0
11,47,57936000,45.5,10,2636088.0,5.5,40.0
11,48,59688000,45.5,10,2715804.0,5.5,40.0
11,49,59400000,45.5,10,2702700.0,5.5,40.0
11,50,62040000,45.5,10,2822820.0,5.5,40.0
11,51,62064000,45.5,10,2823912.0,5.5,40.0
11,52,63360000,45.5,10,2882880.0,5.5,40.0
11,53,57360000,45.5,10,2609880.0,5.5,40.0
11,54,57384000,45.5,10,2610972.0,5.5,40.0
11,55,58008000,45.5,10,2639364.0,5.5,40.0
11,56,55728000,45.5,10,2535624.0,5.5,40.0
11,57,60552000,45.5,10,2755116.0,5.5,40.0
11,58,64920000,45.5,10,2953860.0,5.5,40.0
11,59,66624000,45.5,10,3031392.0,5.5,40.0
11,60,61920000,45.5,10,2817360.0,5.5,40.0
11,61,63744000,45.5,10,2900352.0,5.5,40.0
11,62,62472000,45.5,10,2842476.0,5.5,40.0
11,63,57624000,45.5,10,2621892.0,5.5,40.0
11,64,58368000,45.5,10,2655744.0,5.5,40.0
11,65,57384000,45.5,10,2610972.0,5.5,40.0
11,66,58200000,45.5,10,2648100.0,5.5,40.0
11,67,59040000,45.5,10,2686320.0,5.5,40.0
11,68,57936000,45.5,10,2636088.0,5.5,40.0
11,69,59544000,45.5,10,2709252.0,5.5,40.0
11,70,60408000,45.5,10,2748564.0,5.5,40.0
11,71,63096000,45.5,10,2870868.0,5.5,40.0
11,72,60192000,45.5,10,2738736.0,5.5,40.0
11,73,67776000,45.5,10,3083808.0,5.5,40.0
11,74,65136000,45.5,10,2963688.0,5.5,40.0
11,75,62280000,45.5,10,2833740.0,5.5,40.0
11,76,61488000,45.5,10,2797704.0,5.5,40.0
11,77,65496000,45.5,10,2980068.0,5.5,40.0
11,78,58488000,45.5,10,2661204.0,5.5,40.0
11,79,63144000,45.5,10,2873052.0,5.5,40.0
11,80,59736000,45.5,10,2717988.0,5.5,40.0
11,81,63144000,45.5,10,2873052.0,5.5,40.0
11,82,60552000,45.5,10,2755116.0,5.5,40.0
11,83,67488000,45.5,10,3070704.0,5.5,40.0
11,84,59760000,45.5,10,2719080.0,5.5,40.0
11,85,65880000,45.5,10,2997540.0,5.5,40.0
11,86,61704000,45.5,10,2807532.0,5.5,40.0
11,87,62184000,45.5,10,2829372.0,5.5,40.0
11,88,65448000,45.5,10,2977884.0,5.5,40.0
11,89,61920000,45.5,10,2817360.0,5.5,40.0
11,90,55728000,45.5,10,2535624.0,5.5,40.0
11,91,56280000,45.5,10,2560740.0,5.5,40.0
11,92,57936000,45.5,10,2636088.0,5.5,40.0
11,93,55728000,45.5,10,2535624.0,5.5,40.0
11,94,58488000,45.5,10,2661204.0,5.5,40.0
11,95,59832000,45.5,10,2722356.0,5.5,40.0
11,96,63840000,45.5,10,2904720.0,5.5,40.0
11,97,62544000,45.5,10,2845752.0,5.5,40.0
11,98,63864000,45.5,10,2905812.0,5.5,40.0
11,99,57384000,45.5,10,2610972.0,5.5,40.0
11,100,59040000,45.5,10,2686320.0,5.5,40.0
11,101,63312000,45.5,10,2880696.0,5.5,40.0
11,102,65520000,45.5,10,2981160.0,5.5,40.0
11,103,60336000,45.5,10,2745288.0,5.5,40.0
11,104,62664000,45.5,10,2851212.0,5.5,40.0
11,105,59784000,45.5,10,2720172.0,5.5,40.0
11,106,58272000,45.5,10,2651376.0,5.5,40.0
11,107,55728000,45.5,10,2535624.0,5.5,40.0
11,108,55728000,45.5,10,2535624.0,5.5,40.0
11,109,58488000,45.5,10,2661204.0,5.5,40.0
11,110,69912000,45.5,10,3180996.0,5.5,40.0
11,111,92664000,45.5,10,4216212.0,5.5,40.0
11,112,60696000,45.5,10,2761668.0,5.5,40.0
11,113,67728000,45.5,10,3081624.0,5.5,40.0
11,114,58800000,45.5,10,2675400.0,5.5,40.0
11,115,68640000,45.5,10,3123120.0,5.5,40.0
11,116,55728000,45.5,10,2535624.0,5.5,40.0
11,117,65328000,45.5,10,2972424.0,5.5,40.0
11,118,63624000,45.5,10,2894892.0,5.5,40.0
11,119,58224000,45.5,10,2649192.0,5.5,40.0
11,120,58272000,45.5,10,2651376.0,5.5,40.0
11,121,58992000,45.5,10,2684136.0,5.5,40.0
11,122,58200000,45.5,10,2648100.0,5.5,40.0
11,123,58560000,45.5,10,2664480.0,5.5,40.0
11,124,59544000,45.5,10,2709252.0,5.5,40.0
11,125,60336000,45.5,10,2745288.0,5.5,40.0
11,126,62040000,45.5,10,2822820.0,5.5,40.0
11,127,68856000,45.5,10,3132948.0,5.5,40.0
11,128,65040000,45.5,10,2959320.0,5.5,40.0
11,129,74712000,45.5,10,3399396.0,5.5,40.0
11,130,72984000,45.5,10,3320772.0,5.5,40.0
11,131,65136000,45.5,10,2963688.0,5.5,40.0
11,132,64224000,45.5,10,2922192.0,5.5,40.0
11,133,66216000,45.5,10,3012828.0,5.5,40.0
11,134,61560000,45.5,10,2800980.0,5.5,40.0
11,135,73152000,45.5,10,3328416.0,5.5,40.0
11,136,64344000,45.5,10,2927652.0,5.5,40.0
11,137,57936000,45.5,10,2636088.0,5.5,40.0
11,138,59520000,45.5,10,2708160.0,5.5,40.0
11,139,64512000,45.5,10,2935296.0,5.5,40.0
11,140,57744000,45.5,10,2627352.0,5.5,40.0
11,141,57576000,45.5,10,2619708.0,5.5,40.0
11,142,61896000,45.5,10,2816268.0,5.5,40.0
11,143,56280000,45.5,10,2560740.0,5.5,40.0
11,144,59064000,45.5,10,2687412.0,5.5,40.0
11,145,59088000,45.5,10,2688504.0,5.5,40.0
11,146,59184000,45.5,10,2692872.0,5.5,40.0
11,147,63240000,45.5,10,2877420.0,5.5,40.0
11,148,57384000,45.5,10,2610972.0,5.5,40.0
11,149,63240000,45.5,10,2877420.0,5.5,40.0
11,150,64512000,45.5,10,2935296.0,5.5,40.0
11,151,62928000,45.5,10,2863224.0,5.5,40.0
11,152,62928000,45.5,10,2863224.0,5.5,40.0
11,153,59136000,45.5,10,2690688.0,5.5,40.0
11,154,59280000,45.5,10,2697240.0,5.5,40.0
11,155,58200000,45.5,10,2648100.0,5.5,40.0
11,156,64512000,45.5,10,2935296.0,5.5,40.0
11,157,64344000,45.5,10,2927652.0,5.5,40.0
11,158,84984000,45.5,10,3866772.0,5.5,40.0
11,159,66000000,45.5,10,3003000.0,5.5,40.0
11,160,62520000,45.5,10,2844660.0,5.5,40.0
11,161,60552000,45.5,10,2755116.0,5.5,40.0
11,162,67344000,45.5,10,3064152.0,5.5,40.0
11,163,61224000,45.5,10,2785692.0,5.5,40.0
11,164,57864000,45.5,10,2632812.0,5.5,40.0
11,165,57576000,45.5,10,2619708.0,5.5,40.0
11,166,55728000,45.5,10,2535624.0,5.5,40.0
11,167,60504000,45.5,10,2752932.0,5.5,40.0
11,168,58272000,45.5,10,2651376.0,5.5,40.0
11,169,60096000,45.5,10,2734368.0,5.5,40.0
11,170,59280000,45.5,10,2697240.0,5.5,40.0
11,171,67488000,45.5,10,3070704.0,5.5,40.0
11,172,69648000,45.5,10,3168984.0,5.5,40.0
11,173,66720000,45.5,10,3035760.0,5.5,40.0
11,174,62664000,45.5,10,2851212.0,5.5,40.0
11,175,63240000,45.5,10,2877420.0,5.5,40.0
11,176,65160000,45.5,10,2964780.0,5.5,40.0
11,177,61224000,45.5,10,2785692.0,5.5,40.0
11,178,62352000,45.5,10,2837016.0,5.5,40.0
11,179,57384000,45.5,10,2610972.0,5.5,40.0
11,180,68112000,45.5,10,3099096.0,5.5,40.0
11,181,64008000,45.5,10,2912364.0,5.5,40.0
11,182,60072000,45.5,10,2733276.0,5.5,40.0
11,183,62040000,45.5,10,2822820.0,5.5,40.0
11,184,62664000,45.5,10,2851212.0,5.5,40.0
11,185,59736000,45.5,10,2717988.0,5.5,40.0
11,186,57384000,45.5,10,2610972.0,5.5,40.0
11,187,57384000,45.5,10,2610972.0,5.5,40.0
11,188,55728000,45.5,10,2535624.0,5.5,40.0
11,189,59280000,45.5,10,2697240.0,5.5,40.0
11,190,59664000,45.5,10,2714712.0,5.5,40.0
11,191,69000000,45.5,10,3139500.0,5.5,40.0
11,192,75288000,45.5,10,3425604.0,5.5,40.0
11,193,68808000,45.5,10,3130764.0,5.5,40.0
11,194,74496000,45.5,10,3389568.0,5.5,40.0
11,195,64440000,45.5,10,2932020.0,5.5,40.0
11,196,72120000,45.5,10,3281460.0,5.5,40.0
11,197,63312000,45.5,10,2880696.0,5.5,40.0
11,198,74976000,45.5,10,3411408.0,5.5,40.0
11,199,57384000,45.5,10,2610972.0,5.5,40.0
11,200,57384000,45.5,10,2610972.0,5.5,40.0
11,201,57384000,45.5,10,2610972.0,5.5,40.0
11,202,55728000,45.5,10,2535624.0,5.5,40.0
11,203,57384000,45.5,10,2610972.0,5.5,40.0
11,204,62040000,45.5,10,2822820.0,5.5,40.0
11,205,82440000,45.5,10,3751020.0,5.5,40.0
11,206,62784000,45.5,10,2856672.0,5.5,40.0
11,207,57744000,45.5,10,2627352.0,5.5,40.0
11,208,72744000,45.5,10,3309852.0,5.5,40.0
11,209,61944000,45.5,10,2818452.0,5.5,40.0
11,210,80256000,45.5,10,3651648.0,5.5,40.0
11,211,57384000,45.5,10,2610972.0,5.5,40.0
11,212,56280000,45.5,10,2560740.0,5.5,40.0
11,213,57576000,45.5,10,2619708.0,5.5,40.0
11,214,57384000,45.5,10,2610972.0,5.5,40.0
11,215,65760000,45.5,10,2992080.0,5.5,40.0
11,216,75264000,45.5,10,3424512.0,5.5,40.0
11,217,64848000,45.5,10,2950584.0,5.5,40.0
12,1,58152000,46.0,10,2674992.0,6.0,40.0
12,2,65448000,46.0,10,3010608.0,6.0,40.0
12,3,55728000,46.0,10,2563488.0,6.0,40.0
12,4,57336000,46.0,10,2637456.0,6.0,40.0
12,5,62736000,46.0,10,2885856.0,6.0,40.0
12,6,55728000,46.0,10,2563488.0,6.0,40.0
12,7,57384000,46.0,10,2639664.0,6.0,40.0
12,8,57840000,46.0,10,2660640.0,6.0,40.0
12,9,60648000,46.0,10,2789808.0,6.0,40.0
12,10,63624000,46.0,10,2926704.0,6.0,40.0
12,11,62784000,46.0,10,2888064.0,6.0,40.0
12,12,57384000,46.0,10,2639664.0,6.0,40.0
12,13,56520000,46.0,10,2599920.0,6.0,40.0
12,14,59064000,46.0,10,2716944.0,6.0,40.0
12,15,55728000,46.0,10,2563488.0,6.0,40.0
12,16,55728000,46.0,10,2563488.0,6.0,40.0
12,17,57384000,46.0,10,2639664.0,6.0,40.0
12,18,57384000,46.0,10,2639664.0,6.0,40.0
12,19,57384000,46.0,10,2639664.0,6.0,40.0
12,20,57384000,46.0,10,2639664.0,6.0,40.0
12,21,59064000,46.0,10,2716944.0,6.0,40.0
12,22,57384000,46.0,10,2639664.0,6.0,40.0
12,23,59064000,46.0,10,2716944.0,6.0,40.0
12,24,60480000,46.0,10,2782080.0,6.0,40.0
12,25,63816000,46.0,10,2935536.0,6.0,40.0
12,26,55728000,46.0,10,2563488.0,6.0,40.0
12,27,57384000,46.0,10,2639664.0,6.0,40.0
12,28,57384000,46.0,10,2639664.0,6.0,40.0
12,29,57384000,46.0,10,2639664.0,6.0,40.0
12,30,57384000,46.0,10,2639664.0,6.0,40.0
12,31,57384000,46.0,10,2639664.0,6.0,40.0
12,32,56808000,46.0,10,2613168.0,6.0,40.0
12,33,58488000,46.0,10,2690448.0,6.0,40.0
12,34,58848000,46.0,10,2707008.0,6.0,40.0
12,35,65448000,46.0,10,3010608.0,6.0,40.0
12,36,65040000,46.0,10,2991840.0,6.0,40.0
12,37,61032000,46.0,10,2807472.0,6.0,40.0
12,38,55728000,46.0,10,2563488.0,6.0,40.0
12,39,57384000,46.0,10,2639664.0,6.0,40.0
12,40,59688000,46.0,10,2745648.0,6.0,40.0
12,41,59064000,46.0,10,2716944.0,6.0,40.0
12,42,65304000,46.0,10,3003984.0,6.0,40.0
12,43,68736000,46.0,10,3161856.0,6.0,40.0
12,44,62760000,46.0,10,2886960.0,6.0,40.0
12,45,57744000,46.0,10,2656224.0,6.0,40.0
12,46,57384000,46.0,10,2639664.0,6.0,40.0
12,47,57936000,46.0,10,2665056.0,6.0,40.0
12,48,59688000,46.0,10,2745648.0,6.0,40.0
12,49,59400000,46.0,10,2732400.0,6.0,40.0
12,50,62040000,46.0,10,2853840.0,6.0,40.0
12,51,62064000,46.0,10,2854944.0,6.0,40.0
12,52,63360000,46.0,10,2914560.0,6.0,40.0
12,53,57360000,46.0,10,2638560.0,6.0,40.0
12,54,57384000,46.0,10,2639664.0,6.0,40.0
12,55,58008000,46.0,10,2668368.0,6.0,40.0
12,56,55728000,46.0,10,2563488.0,6.0,40.0
12,57,60552000,46.0,10,2785392.0,6.0,40.0
12,58,64920000,46.0,10,2986320.0,6.0,40.0
12,59,66624000,46.0,10,3064704.0,6.0,40.0
12,60,61920000,46.0,10,2848320.0,6.0,40.0
12,61,63744000,46.0,10,2932224.0,6.0,40.0
12,62,62472000,46.0,10,2873712.0,6.0,40.0
12,63,57624000,46.0,10,2650704.0,6.0,40.0
12,64,58368000,46.0,10,2684928.0,6.0,40.0
12,65,57384000,46.0,10,2639664.0,6.0,40.0
12,66,58200000,46.0,10,2677200.0,6.0,40.0
12,67,59040000,46.0,10,2715840.0,6.0,40.0
12,68,57936000,46.0,10,2665056.0,6.0,40.0
12,69,59544000,46.0,10,2739024.0,6.0,40.0
12,70,60408000,46.0,10,2778768.0,6.0,40.0
12,71,63096000,46.0,10,2902416.0,6.0,40.0
12,72,60192000,46.0,10,2768832.0,6.0,40.0
12,73,67776000,46.0,10,3117696.0,6.0,40.0
12,74,65136000,46.0,10,2996256.0,6.0,40.0
12,75,62280000,46.0,10,2864880.0,6.0,40.0
12,76,61488000,46.0,10,2828448.0,6.0,40.0
12,77,65496000,46.0,10,3012816.0,6.0,40.0
12,78,58488000,46.0,10,2690448.0,6.0,40.0
12,79,63144000,46.0,10,2904624.0,6.0,40.0
12,80,59736000,46.0,10,2747856.0,6.0,40.0
12,81,63144000,46.0,10,2904624.0,6.0,40.0
12,82,60552000,46.0,10,2785392.0,6.0,40.0
12,83,67488000,46.0,10,3104448.0,6.0,40.0
12,84,59760000,46.0,10,2748960.0,6.0,40.0
12,85,65880000,46.0,10,3030480.0,6.0,40.0
12,86,61704000,46.0,10,2838384.0,6.0,40.0
12,87,62184000,46.0,10,2860464.0,6.0,40.0
12,88,65448000,46.0,10,3010608.0,6.0,40.0
12,89,61920000,46.0,10,2848320.0,6.0,40.0
12,90,55728000,46.0,10,2563488.0,6.0,40.0
12,91,56280000,46.0,10,2588880.0,6.0,40.0
12,92,57936000,46.0,10,2665056.0,6.0,40.0
12,93,55728000,46.0,10,2563488.0,6.0,40.0
12,94,58488000,46.0,10,2690448.0,6.0,40.0
12,95,59832000,46.0,10,2752272.0,6.0,40.0
12,96,63840000,46.0,10,2936640.0,6.0,40.0
12,97,62544000,46.0,10,2877024.0,6.0,40.0
12,98,63864000,46.0,10,2937744.0,6.0,40.0
12,99,57384000,46.0,10,2639664.0,6.0,40.0
12,100,59040000,46.0,10,2715840.0,6.0,40.0
12,101,63312000,46.0,10,2912352.0,6.0,40.0
12,102,65520000,46.0,10,3013920.0,6.0,40.0
12,103,60336000,46.0,10,2775456.0,6.0,40.0
12,104,62664000,46.0,10,2882544.0,6.0,40.0
12,105,59784000,46.0,10,2750064.0,6.0,40.0
12,106,58272000,46.0,10,2680512.0,6.0,40.0
12,107,55728000,46.0,10,2563488.0,6.0,40.0
12,108,55728000,46.0,10,2563488.0,6.0,40.0
12,109,58488000,46.0,10,2690448.0,6.0,40.0
12,110,69912000,46.0,10,3215952.0,6.0,40.0
12,111,92664000,46.0,10,4262544.0,6.0,40.0
12,112,60696000,46.0,10,2792016.0,6.0,40.0
12,113,67728000,46.0,10,3115488.0,6.0,40.0
12,114,58800000,46.0,10,2704800.0,6.0,40.0
12,115,68640000,46.0,10,3157440.0,6.0,40.0
12,116,55728000,46.0,10,2563488.0,6.0,40.0
12,117,65328000,46.0,10,3005088.0,6.0,40.0
12,118,63624000,46.0,10,2926704.0,6.0,40.0
12,119,58224000,46.0,10,2678304.0,6.0,40.0
12,120,58272000,46.0,10,2680512.0,6.0,40.0
12,121,58992000,46.0,10,2713632.0,6.0,40.0
12,122,58200000,46.0,10,2677200.0,6.0,40.0
12,123,58560000,46.0,10,2693760.0,6.0,40.0
12,124,59544000,46.0,10,2739024.0,6.0,40.0
12,125,60336000,46.0,10,2775456.0,6.0,40.0
12,126,62040000,46.0,10,2853840.0,6.0,40.0
12,127,68856000,46.0,10,3167376.0,6.0,40.0
12,128,65040000,46.0,10,2991840.0,6.0,40.0
12,129,74712000,46.0,10,3436752.0,6.0,40.0
12,130,72984000,46.0,10,3357264.0,6.0,40.0
12,131,65136000,46.0,10,2996256.0,6.0,40.0
12,132,64224000,46.0,10,2954304.0,6.0,40.0
12,133,66216000,46.0,10,3045936.0,6.0,40.0
12,134,61560000,46.0,10,2831760.0,6.0,40.0
12,135,73152000,46.0,10,3364992.0,6.0,40.0
12,136,64344000,46.0,10,2959824.0,6.0,40.0
12,137,57936000,46.0,10,2665056.0,6.0,40.0
12,138,59520000,46.0,10,2737920.0,6.0,40.0
12,139,64512000,46.0,10,2967552.0,6.0,40.0
12,140,57744000,46.0,10,2656224.0,6.0,40.0
12,141,57576000,46.0,10,2648496.0,6.0,40.0
12,142,61896000,46.0,10,2847216.0,6.0,40.0
12,143,56280000,46.0,10,2588880.0,6.0,40.0
12,144,59064000,46.0,10,2716944.0,6.0,40.0
12,145,59088000,46.0,10,2718048.0,6.0,40.0
12,146,59184000,46.0,10,2722464.0,6.0,40.0
12,147,63240000,46.0,10,2909040.0,6.0,40.0
12,148,57384000,46.0,10,2639664.0,6.0,40.0
12,149,63240000,46.0,10,2909040.0,6.0,40.0
12,150,64512000,46.0,10,2967552.0,6.0,40.0
12,151,62928000,46.0,10,2894688.0,6.0,40.0
12,152,62928000,46.0,10,2894688.0,6.0,40.0
12,153,59136000,46.0,10,2720256.0,6.0,40.0
12,154,59280000,46.0,10,2726880.0,6.0,40.0
12,155,58200000,46.0,10,2677200.0,6.0,40.0
12,156,64512000,46.0,10,2967552.0,6.0,40.0
12,157,64344000,46.0,10,2959824.0,6.0,40.0
12,158,84984000,46.0,10,3909264.0,6.0,40.0
12,159,66000000,46.0,10,3036000.0,6.0,40.0
12,160,62520000,46.0,10,2875920.0,6.0,40.0
12,161,60552000,46.0,10,2785392.0,6.0,40.0
12,162,67344000,46.0,10,3097824.0,6.0,40.0
12,163,61224000,46.0,10,2816304.0,6.0,40.0
12,164,57864000,46.0,10,2661744.0,6.0,40.0
12,165,57576000,46.0,10,2648496.0,6.0,40.0
12,166,55728000,46.0,10,2563488.0,6.0,40.0
12,167,60504000,46.0,10,2783184.0,6.0,40.0
12,168,58272000,46.0,10,2680512.0,6.0,40.0
12,169,60096000,46.0,10,2764416.0,6.0,40.0
12,170,59280000,46.0,10,2726880.0,6.0,40.0
12,171,67488000,46.0,10,3104448.0,6.0,40.0
12,172,69648000,46.0,10,3203808.0,6.0,40.0
12,173,66720000,46.0,10,3069120.0,6.0,40.0
12,174,62664000,46.0,10,2882544.0,6.0,40.0
12,175,63240000,46.0,10,2909040.0,6.0,40.0
12,176,65160000,46.0,10,2997360.0,6.0,40.0
12,177,61224000,46.0,10,2816304.0,6.0,40.0
12,178,62352000,46.0,10,2868192.0,6.0,40.0
12,179,57384000,46.0,10,2639664.0,6.0,40.0
12,180,68112000,46.0,10,3133152.0,6.0,40.0
12,181,64008000,46.0,10,2944368.0,6.0,40.0
12,182,60072000,46.0,10,2763312.0,6.0,40.0
12,183,62040000,46.0,10,2853840.0,6.0,40.0
12,184,62664000,46.0,10,2882544.0,6.0,40.0
12,185,59736000,46.0,10,2747856.0,6.0,40.0
12,186,57384000,46.0,10,2639664.0,6.0,40.0
12,187,57384000,46.0,10,2639664.0,6.0,40.0
12,188,55728000,46.0,10,2563488.0,6.0,40.0
12,189,59280000,46.0,10,2726880.0,6.0,40.0
12,190,59664000,46.0,10,2744544.0,6.0,40.0
12,191,69000000,46.0,10,3174000.0,6.0,40.0
12,192,75288000,46.0,10,3463248.0,6.0,40.0
12,193,68808000,46.0,10,3165168.0,6.0,40.0
12,194,74496000,46.0,10,3426816.0,6.0,40.0
12,195,64440000,46.0,10,2964240.0,6.0,40.0
12,196,72120000,46.0,10,3317520.0,6.0,40.0
12,197,63312000,46.0,10,2912352.0,6.0,40.0
12,198,74976000,46.0,10,3448896.0,6.0,40.0
12,199,57384000,46.0,10,2639664.0,6.0,40.0
12,200,57384000,46.0,10,2639664.0,6.0,40.0
12,201,57384000,46.0,10,2639664.0,6.0,40.0
12,202,55728000,46.0,10,2563488.0,6.0,40.0
12,203,57384000,46.0,10,2639664.0,6.0,40.0
12,204,62040000,46.0,10,2853840.0,6.0,40.0
12,205,82440000,46.0,10,3792240.0,6.0,40.0
12,206,62784000,46.0,10,2888064.0,6.0,40.0
12,207,57744000,46.0,10,2656224.0,6.0,40.0
12,208,72744000,46.0,10,3346224.0,6.0,40.0
12,209,61944000,46.0,10,2849424.0,6.0,40.0
12,210,80256000,46.0,10,3691776.0,6.0,40.0
12,211,57384000,46.0,10,2639664.0,6.0,40.0
12,212,56280000,46.0,10,2588880.0,6.0,40.0
12,213,57576000,46.0,10,2648496.0,6.0,40.0
12,214,57384000,46.0,10,2639664.0,6.0,40.0
12,215,65760000,46.0,10,3024960.0,6.0,40.0
12,216,75264000,46.0,10,3462144.0,6.0,40.0
12,217,64848000,46.0,10,2983008.0,6.0,40.0
13,1,58152000,46.5,10,2704068.0,6.5,40.0
13,2,65448000,46.5,10,3043332.0,6.5,40.0
13,3,55728000,46.5,10,2591352.0,6.5,40.0
13,4,57336000,46.5,10,2666124.0,6.5,40.0
13,5,62736000,46.5,10,2917224.0,6.5,40.0
13,6,55728000,46.5,10,2591352.0,6.5,40.0
13,7,57384000,46.5,10,2668356.0,6.5,40.0
13,8,57840000,46.5,10,2689560.0,6.5,40.0
13,9,60648000,46.5,10,2820132.0,6.5,40.0
13,10,63624000,46.5,10,2958516.0,6.5,40.0
13,11,62784000,46.5,10,2919456.0,6.5,40.0
13,12,57384000,46.5,10,2668356.0,6.5,40.0
13,13,56520000,46.5,10,2628180.0,6.5,40.0
13,14,59064000,46.5,10,2746476.0,6.5,40.0
13,15,55728000,46.5,10,2591352.0,6.5,40.0
13,16,55728000,46.5,10,2591352.0,6.5,40.0
13,17,57384000,46.5,10,2668356.0,6.5,40.0
13,18,57384000,46.5,10,2668356.0,6.5,40.0
13,19,57384000,46.5,10,2668356.0,6.5,40.0
13,20,57384000,46.5,10,2668356.0,6.5,40.0
13,21,59064000,46.5,10,2746476.0,6.5,40.0
13,22,57384000,46.5,10,2668356.0,6.5,40.0
13,23,59064000,46.5,10,2746476.0,6.5,40.0
13,24,60480000,46.5,10,2812320.0,6.5,40.0
13,25,63816000,46.5,10,2967444.0,6.5,40.0
13,26,55728000,46.5,10,2591352.0,6.5,40.0
13,27,57384000,46.5,10,2668356.0,6.5,40.0
13,28,57384000,46.5,10,2668356.0,6.5,40.0
13,29,57384000,46.5,10,2668356.0,6.5,40.0
13,30,57384000,46.5,10,2668356.0,6.5,40.0
13,31,57384000,46.5,10,2668356.0,6.5,40.0
13,32,56808000,46.5,10,2641572.0,6.5,40.0
13,33,58488000,46.5,10,2719692.0,6.5,40.0
13,34,58848000,46.5,10,2736432.0,6.5,40.0
13,35,65448000,46.5,10,3043332.0,6.5,40.0
13,36,65040000,46.5,10,3024360.0,6.5,40.0
13,37,61032000,46.5,10,2837988.0,6.5,40.0
13,38,55728000,46.5,10,2591352.0,6.5,40.0
13,39,57384000,46.5,10,2668356.0,6.5,40.0
13,40,59688000,46.5,10,2775492.0,6.5,40.0
13,41,59064000,46.5,10,2746476.0,6.5,40.0
13,42,65304000,46.5,10,3036636.0,6.5,40.0
13,43,68736000,46.5,10,3196224.0,6.5,40.0
13,44,62760000,46.5,10,2918340.0,6.5,40.0
13,45,57744000,46.5,10,2685096.0,6.5,40.0
13,46,57384000,46.5,10,2668356.0,6.5,40.0
13,47,57936000,46.5,10,2694024.0,6.5,40.0
13,48,59688000,46.5,10,2775492.0,6.5,40.0
13,49,59400000,46.5,10,2762100.0,6.5,40.0
13,50,62040000,46.5,10,2884860.0,6.5,40.0
13,51,62064000,46.5,10,2885976.0,6.5,40.0
13,52,63360000,46.5,10,2946240.0,6.5,40.0
13,53,57360000,46.5,10,2667240.0,6.5,40.0
13,54,57384000,46.5,10,2668356.0,6.5,40.0
13,55,58008000,46.5,10,2697372.0,6.5,40.0
13,56,55728000,46.5,10,2591352.0,6.5,40.0
13,57,60552000,46.5,10,2815668.0,6.5,40.0
13,58,64920000,46.5,10,3018780.0,6.5,40.0
13,59,66624000,46.5,10,3098016.0,6.5,40.0
13,60,61920000,46.5,10,2879280.0,6.5,40.0
13,61,63744000,46.5,10,2964096.0,6.5,40.0
13,62,62472000,46.5,10,2904948.0,6.5,40.0
13,63,57624000,46.5,10,2679516.0,6.5,40.0
13,64,58368000,46.5,10,2714112.0,6.5,40.0
13,65,57384000,46.5,10,2668356.0,6.5,40.0
13,66,58200000,46.5,10,2706300.0,6.5,40.0
13,67,59040000,46.5,10,2745360.0,6.5,40.0
13,68,57936000,46.5,10,2694024.0,6.5,40.0
13,69,59544000,46.5,10,2768796.0,6.5,40.0
13,70,60408000,46.5,10,2808972.0,6.5,40.0
13,71,63096000,46.5,10,2933964.0,6.5,40.0
13,72,60192000,46.5,10,2798928.0,6.5,40.0
13,73,67776000,46.5,10,3151584.0,6.5,40.0
13,74,65136000,46.5,10,3028824.0,6.5,40.0
13,75,62280000,46.5,10,2896020.0,6.5,40.0
13,76,61488000,46.5,10,2859192.0,6.5,40.0
13,77,65496000,46.5,10,3045564.0,6.5,40.0
13,78,58488000,46.5,10,2719692.0,6.5,40.0
13,79,63144000,46.5,10,2936196.0,6.5,40.0
13,80,59736000,46.5,10,2777724.0,6.5,40.0
13,81,63144000,46.5,10,2936196.0,6.5,40.0
13,82,60552000,46.5,10,2815668.0,6.5,40.0
13,83,67488000,46.5,10,3138192.0,6.5,40.0
13,84,59760000,46.5,10,2778840.0,6.5,40.0
13,85,65880000,46.5,10,3063420.0,6.5,40.0
13,86,61704000,46.5,10,2869236.0,6.5,40.0
13,87,62184000,46.5,10,2891556.0,6.5,40.0
13,88,65448000,46.5,10,3043332.0,6.5,40.0
