source,year,cu,outlet,plant,items,ytd_june_,fc_7+5,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,budget,target,vs_fc_7+5,vs_fc_7+5_1,comments
2024_698_242_7322_20231004,2024,698,242,7322,"R, D & E  expenses",0.0,0.0,-198030.317,-198030.317,-198030.317,-198030.317,-198030.317,-198030.317,-198030.317,-198030.317,-198030.317,-198030.317,-198030.317,-198030.317,-2376363.804,,-2376363.804,0,
2024_698_242_7322_20231004,2024,698,242,7322,"Finance, general & administration expenses",0.0,0.0,-17622.19991666667,-17622.19991666667,-17622.19991666667,-17622.19991666667,-17622.19991666667,-17622.19991666667,-17622.19991666667,-17622.19991666667,-17622.19991666667,-17622.19991666667,-17622.19991666667,-17622.19991666667,-211466.399,,-211466.399,0,
2024_698_242_7322_20231004,2024,698,242,7322,Total Period Expenses,0.0,0.0,-311051.0755833333,-310544.38858333335,-310175.54758333333,-307910.6515833333,-309075.55558333336,-309894.85158333334,-316527.94158333336,-312487.36858333333,-313063.4295833334,-311261.47058333334,-311648.8095833333,-312914.90658333333,-3736555.9970000004,-1073000.0,-3736555.9970000004,0,
2024_698_242_7322_20231004,2024,698,242,7322,Plant Orignated PMME,0.0,0.0,-42901.876000000004,-43091.84,-42721.567,-40659.942,-41662.897000000004,-42571.608,-48313.303,-44762.448000000004,-45351.919,-43884.505,-43457.520000000004,-44696.524,-524075.94899999996,-1073000.0,-524075.94899999996,0,
2024_698_242_7322_20231004,2024,698,242,7322,% of Total Sales,0.0,0.0,-0.09526076353816525,-0.09302471633708305,-0.08177620709753924,-0.0672317975253954,-0.06475678519714953,-0.06616919785374628,-0.07509353429109357,-0.07562437980650723,-0.06910847653824746,-0.06558638369888233,-0.0649482449744358,-0.06679996473046254,-0.0725225312033574,0.0,-0.0725225312033574,,
2024_698_242_7322_20231004,2024,698,242,7322,"PMME others (Depr, NPF, SHS)",0.0,0.0,-42647.384,-42647.384,-42647.384,-42647.384,-42647.384,-42647.384,-42647.384,-42647.384,-42647.384,-42647.384,-43402.593,-43402.593,-513279.026,0.0,-513279.026,0,
2024_698_242_7322_20231004,2024,698,242,7322,% of Total Sales,0.0,0.0,-0.0946956809708119,-0.09206524481476434,-0.08163420845851187,-0.07051806139014628,-0.06628697675316124,-0.06628697675316124,-0.06628697675316124,-0.07205106310025669,-0.06498723321016758,-0.06373747842837864,-0.0648661553326037,-0.06486615562343552,-0.07102843442852574,0.0,-0.07102843442852574,,
2024_698_242_7322_20231004,2024,698,242,7322,PMME Total,0.0,0.0,-85549.26000000001,-85739.22399999999,-85368.951,-83307.326,-84310.281,-85218.992,-90960.687,-87409.832,-87999.303,-86531.889,-86860.11300000001,-88099.117,-1037354.975,-1073000.0,-1037354.975,0,
2024_698_242_7322_20231004,2024,698,242,7322,% of Total Sales,0.0,0.0,-0.18995644450897717,-0.1850899611518474,-0.16341041555605113,-0.13774985891554167,-0.13104376195031078,-0.1324561746069075,-0.14138051104425484,-0.1476754429067639,-0.13409570974841506,-0.12932386212726096,-0.12981440030703953,-0.13166612035389805,-0.14355096563188316,0.0,-0.14355096563188316,,
2024_698_242_7322_20231004,2024,698,242,7322,CF assessments,0.0,0.0,-23756.665,-23621.854,-23800.272,-21756.913999999997,-22691.494,-23385.686,-29822.906,-26203.385000000002,-25291.887000000002,-24967.225,-24388.379,-25805.048,-295491.715,0.0,-295491.715,0,
2024_698_242_7322_20231004,2024,698,242,7322,% of Total Sales,0.0,0.0,-0.052750095287684075,-0.050993790650526664,-0.045557691553068845,-0.03597536948836376,-0.03526946776553745,-0.03634845279698114,-0.04635384615229185,-0.0442695792566156,-0.03854045910047393,-0.03731408155899963,-0.03644898314080936,-0.03856622712468408,-0.040890651750594066,0.0,-0.040890651750594066,,
2024_698_242_7322_20231004,2024,698,242,7322,Check vs Race entry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024_698_242_7411_20231004,2024,698,242,7411,Sales,15389114.475,34261065.686,2169948.016,2149581.119,2146145.674,2149656.387,2150972.394,2144959.969,2153840.23,2150989.135,2144945.073,2152066.88,2145594.542,2140897.794,25799597.213,0.0,-8461468.472999997,-0.24697038178989228,
2024_698_242_7411_20231004,2024,698,242,7411,Assessment from Central Functions (520),-266247.759,-539258.659,-37127.779,-37366.319,-37078.763,-33830.604,-35250.616,-36693.073,-47282.976,-40345.589,-40605.955,-41171.073,-39905.549,-42004.68,-468662.976,,70595.68299999996,-0.1309124699655494,CF assessemnt decrease mainly HYD Sales drop but Other PLs Sales increase
2024_698_242_7411_20231004,2024,698,242,7411,Assessment from FF (520),-8375.557,-23315.874,-2758.681,-2925.748,-2801.793,-2562.335,-2609.017,-2865.738,-3467.128,-2920.725,-3148.309,-2873.591,-2918.474,-2979.284,-34830.823,,-11514.948999999997,0.49386735406101434,
2024_698_242_7411_20231004,2024,698,242,7411,Compensation (E01-299),-25297.059,-32035.557,-3215.819,-4169.234,-2686.055,-1189.076,-1807.133,-1181.495,-1429.829,-1020.067,-2197.31,-1124.468,-1687.295,-1146.59,-22854.371,,9181.186000000002,-0.28659361221657553,
2024_698_242_7411_20231004,2024,698,242,7411,Maintenance (E01-320),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7411_20231004,2024,698,242,7411,Product Validation / Requalification after G60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7411_20231004,2024,698,242,7411,Related project expenses (RPE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7411_20231004,2024,698,242,7411,Others (remaining),-13499.603,-26051.724,-1719.299,-1719.299,-1799.299,-1719.299,-1719.299,-3160.915,-1719.299,-1719.299,-1799.299,-1719.299,-1719.299,-1799.299,-22313.204,-582900.0,3738.519999999997,-0.1435037466234479,
2024_698_242_7411_20231004,2024,698,242,7411,Plant Originated PMME,-313419.978,-620661.814,-44821.578,-46180.600000000006,-44365.909999999996,-39301.314,-41386.065,-43901.221,-53899.231999999996,-46005.68,-47750.873,-46888.431,-46230.617,-47929.852999999996,-548661.3740000001,-582900.0,72000.43999999994,-0.11600591235986679,
2024_698_242_7411_20231004,2024,698,242,7411,NSHS Allocations in PE MGK & PE FGK,-18033.287,-133058.549,-8735.554,-8735.554,-8735.554,-8735.554,-8735.554,-8735.554,-8735.554,-8735.554,-8735.554,-8735.554,-8735.554,-8735.554,-104826.648,,28231.900999999998,-0.21217652839427847,Budget 2024 Shared Service
2024_698_242_7411_20231004,2024,698,242,7411,NSHS Services in PE MGK & PE FGK,-10620.067,-77795.599,-6593.756,-6593.756,-6593.756,-6593.756,-6593.756,-6593.756,-6593.756,-6593.756,-6593.756,-6593.756,-6593.756,-6593.756,-79125.072,,-1329.4729999999981,0.017089308612431964,Budget 2024 Shared Service
2024_698_242_7411_20231004,2024,698,242,7411,"Shared equipment ""K662x"" accounts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7411_20231004,2024,698,242,7411,PMME Depreciation intangible development assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7411_20231004,2024,698,242,7411,PMME Depreciation w/o intangible,-923.27,-1544.462,-54.986,-54.986,-54.986,-54.986,-54.986,-54.986,-54.986,-54.986,-1565.403,-1565.403,-1565.403,-1565.403,-6701.5,,-5157.0380000000005,3.339051397833032,
2024_698_242_7411_20231004,2024,698,242,7411,PMME Others,-29576.624,-212398.61,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-16894.713,-16894.713,-16894.713,-16894.713,-190653.22,0.0,21745.389999999985,-0.10238009561362005,
2024_698_242_7411_20231004,2024,698,242,7411,Delta RACE vs. RACE CTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2024_698_242_7411_20231004,2024,698,242,7411,PMME Total,-342996.602,-833060.4239999999,-60205.874,-61564.896,-59750.206,-54685.61,-56770.361000000004,-59285.517,-69283.52799999999,-61389.976,-64645.586,-63783.144,-63125.329999999994,-64824.566000000006,-739314.594,-582900.0,93745.82999999984,-0.11253184919032944,
2024_698_242_7411_20231004,2024,698,242,7411,Period expenses ICO,-3107652.451,-6004118.647,-125489.976,-125489.976,-125489.976,-125489.976,-125489.976,-125489.976,-125489.976,-125489.976,-125489.976,-125489.976,-125489.976,-125489.979,-1505879.715,,4498238.932,-0.7491922122904044,
2024_698_242_7411_20231004,2024,698,242,7411,Compensation,-4650.868,-6976.302000000001,-634.8439999999999,-634.8439999999999,-634.8439999999999,-634.8439999999999,-634.8439999999999,-634.8439999999999,-634.8439999999999,-634.8439999999999,-634.8439999999999,-634.8439999999999,-634.8439999999999,-634.8439999999999,-7618.128,,-641.8259999999991,0.09200089101647246,
2024_698_242_7411_20231004,2024,698,242,7411,Assessment from Central Functions,-75275.25,-143065.281,-10298.59625,-10298.59625,-10298.59625,-10298.59625,-10298.59625,-10298.59625,-10298.59625,-10298.59625,-10298.59625,-10298.59625,-10298.59625,-10298.59625,-123583.155,,19482.12599999999,-0.136176477366301,
2024_698_242_7411_20231004,2024,698,242,7411,NSHS Services in PE VK,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,Budget 2024 Shared Service
2024_698_242_7411_20231004,2024,698,242,7411,NSHS Allocations in PE VK,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,Budget 2024 Shared Service
2024_698_242_7411_20231004,2024,698,242,7411,Others (remaining),-4930.614999999991,-6802.766000000003,-599.7527499999997,-599.7527499999997,-599.7527499999997,-599.7527499999997,-599.7527499999997,-599.7527499999997,-599.7527499999997,-599.7527499999997,-599.7527499999997,-599.7527499999997,-599.7527499999997,-599.7527499999997,-7197.032999999996,,-394.26699999999255,0.05795686636876707,
2024_698_242_7411_20231004,2024,698,242,7411,PE distribution,-84856.733,-156844.349,-11533.193,-11533.193,-11533.193,-11533.193,-11533.193,-11533.193,-11533.193,-11533.193,-11533.193,-11533.193,-11533.193,-11533.193,-138398.316,0.0,18446.032999999996,-0.11760725278027073,
2024_698_242_7411_20231004,2024,698,242,7411,Sales & distribution expenses w/o PE distribution,-78424.474,-226988.494,-17490.032000000003,-17490.032000000003,-17490.032000000003,-17490.032000000003,-17490.032000000003,-17490.032000000003,-17490.032000000003,-17490.032000000003,-17490.032000000003,-17490.032000000003,-17490.032000000003,-17490.032000000003,-209880.38400000002,,17108.109999999986,-0.07536994364128424,
2024_698_242_7411_20231004,2024,698,242,7411,"R, D & E  expenses",-92844.039,-386917.85,-48394.473999999995,-48394.473999999995,-48394.473999999995,-48394.473999999995,-48394.473999999995,-48394.473999999995,-48394.473999999995,-48394.473999999995,-48394.473999999995,-48394.473999999995,-48394.473999999995,-48394.473999999995,-580733.688,,-193815.838,0.5009224516263595,
2024_698_242_7411_20231004,2024,698,242,7411,"Finance, general & administration expenses",-54271.768,-244218.694,-19686.723,-19686.723,-19686.723,-19686.723,-19686.723,-19686.723,-19686.723,-19686.723,-19686.723,-19686.723,-19686.723,-19686.723,-236240.676,,7978.017999999982,-0.03266751561614678,
2024_698_242_7411_20231004,2024,698,242,7411,Total Period Expenses,-3761046.067,-7852148.458,-282800.272,-284159.294,-282344.604,-277280.00800000003,-279364.759,-281879.915,-291877.926,-283984.374,-287239.984,-286377.542,-285719.728,-287418.967,-3410447.3730000006,-582900.0,4441701.084999999,-0.5656669774849536,
2024_698_242_7411_20231004,2024,698,242,7411,Plant Orignated PMME,-313419.978,-620661.814,-44821.578,-46180.600000000006,-44365.909999999996,-39301.314,-41386.065,-43901.221,-53899.231999999996,-46005.68,-47750.873,-46888.431,-46230.617,-47929.852999999996,-548661.3740000001,-582900.0,72000.43999999994,-0.11600591235986679,
2024_698_242_7411_20231004,2024,698,242,7411,% of Total Sales,-0.020366342618943968,-0.018115659906446497,-0.020655599889725654,-0.02148353443925091,-0.020672366530138903,-0.018282602855820975,-0.019240630477380272,-0.020467151664591274,-0.025024712255467527,-0.02138815080532706,-0.02226204931822047,-0.021787627250692134,-0.021546762957789067,-0.02238773524561817,-0.021266276735651457,0.0,-0.008509213291965658,,
2024_698_242_7411_20231004,2024,698,242,7411,"PMME others (Depr, NPF, SHS)",-29576.624,-212398.61,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-15384.296000000002,-16894.713,-16894.713,-16894.713,-16894.713,-190653.22,0.0,21745.389999999985,-0.10238009561362005,
2024_698_242_7411_20231004,2024,698,242,7411,% of Total Sales,-0.001921918512468535,-0.006199416327169059,-0.007089707166514907,-0.007156880875078063,-0.007168337259849958,-0.007156630284279941,-0.007152251717833996,-0.00717229982020238,-0.007142728502197214,-0.007152196052352447,-0.00787652477103781,-0.007850459089821595,-0.007874140556049196,-0.007891415016330294,-0.0073897750583459855,0.0,-0.002569930984129779,,
2024_698_242_7411_20231004,2024,698,242,7411,PMME Total,-342996.602,-833060.424,-60205.874,-61564.89600000001,-59750.206,-54685.61,-56770.361000000004,-59285.517,-69283.52799999999,-61389.976,-64645.585999999996,-63783.144,-63125.33,-64824.56599999999,-739314.594,-582900.0,93745.82999999993,-0.11253184919032955,
2024_698_242_7411_20231004,2024,698,242,7411,% of Total Sales,-0.022288261131412503,-0.024315076233615555,-0.02774530705624056,-0.02864041531432897,-0.02784070378998886,-0.025439233140100916,-0.026392882195214268,-0.027639451484793652,-0.032167440757664735,-0.028540346857679505,-0.030138574089258276,-0.029638086340513733,-0.029420903513838265,-0.03027915026194846,-0.028656051793997443,0.0,-0.011079144276095437,,
2024_698_242_7411_20231004,2024,698,242,7411,CF assessments,-341523.009,-682323.94,-47426.375250000005,-47664.915250000005,-47377.35925,-44129.20025,-45549.212250000004,-46991.66925,-57581.572250000005,-50644.18525,-50904.551250000004,-51469.66925,-50204.14525,-52303.27625,-592246.131,0.0,90077.80899999995,-0.13201619307099188,
2024_698_242_7411_20231004,2024,698,242,7411,% of Total Sales,-0.02219250558924704,-0.019915432469423042,-0.0218559960424416,-0.02217404815696095,-0.02207555611157456,-0.020528490281921507,-0.02117610266735948,-0.021907946968310065,-0.02673437493086477,-0.023544603004236005,-0.023732333238166797,-0.02391638927596897,-0.023398710365474078,-0.02443053395476571,-0.02295563477640561,0.0,-0.01064564729957128,,
2024_698_242_7411_20231004,2024,698,242,7411,Check vs Race entry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024_698_242_7431_20231004,2024,698,242,7431,Sales,158109287.106,240465891.805,9548461.86,9374082.409,9193049.692,9248919.816,7729960.368,7406830.652,7719697.007,7054393.652,6989887.473,6353954.68,6318773.301,6312133.479,93250144.389,0.0,-147215747.416,-0.6122105148092314,
2024_698_242_7431_20231004,2024,698,242,7431,Assessment from Central Functions (520),-4327521.203,-8619820.583,-769278.059,-775255.33,-780007.836,-750006.46,-766796.251,-774930.907,-864257.639,-832735.713,-804669.185,-796997.391,-792263.393,-801775.447,-9508973.611,,-889153.027999999,0.10315215026094449,CM unabsorbed fixed cost
2024_698_242_7431_20231004,2024,698,242,7431,Assessment from FF (520),91498.367,254713.116,44555.988,44145.729,43948.9,40174.916,39862.923,39439.237,51403.87,41177.674,41377.95,43440.45,40785.153,40761.309,511074.099,,256360.98299999998,1.006469501947438,FF Q 7 HC cost charge to MTC 352K based on portion
2024_698_242_7431_20231004,2024,698,242,7431,Compensation (E01-299),-1753774.308,-2863068.738,-227993.058,-286980.27,-213861.743,-176283.014,-190917.444,-174585.097,-226044.918,-211196.302,-207830.09,-179521.683,-194214.342,-180099.192,-2469527.153,,393541.58499999996,-0.1374544661735606,Incl. QMPP 7 HC which will be charged out by Assessment from FF
2024_698_242_7431_20231004,2024,698,242,7431,Maintenance (E01-320),-8078.061,-109100.061,-1750.834,-1250.832,-250.832,-4750.832,-4750.834,-250.832,-2750.834,-4750.832,-250.832,-3750.832,-1750.832,-250.832,-26509.99,,82590.071,-0.7570121431921106,
2024_698_242_7431_20231004,2024,698,242,7431,Product Validation / Requalification after G60,-464587.572,-456749.122,-54718.669,-44985.169,-44985.169,-44985.169,-47185.169,-44985.169,-44985.169,-44985.169,-44985.169,-45985.169,-44985.169,-44985.169,-552755.528,,-96006.40600000008,0.2101950532047221,
2024_698_242_7431_20231004,2024,698,242,7431,Related project expenses (RPE),0.0,-127.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,127.29,-1,
2024_698_242_7431_20231004,2024,698,242,7431,Others (remaining),-576814.951,-1099022.89,-60606.558,-57343.662,-61232.551,-58998.713,-47928.573,-83301.857,-69119.132,-52761.056,-57726.458,-57187.419,-45987.05,-40748.281,-692941.31,-7250000.0,406081.57999999984,-0.3694932868959625,
2024_698_242_7431_20231004,2024,698,242,7431,Plant Originated PMME,-7039277.728,-12893175.568,-1069791.19,-1121669.534,-1056389.2310000001,-994849.272,-1017715.3480000001,-1038614.625,-1155753.822,-1105251.3980000003,-1074083.7840000002,-1040002.044,-1038415.633,-1027097.6120000001,-12739633.493,-7250000.0,153542.07499999925,-0.01190878648865068,
2024_698_242_7431_20231004,2024,698,242,7431,NSHS Allocations in PE MGK & PE FGK,-1076127.876,-2204323.254,-76763.31,-76763.31,-76763.31,-76763.31,-76763.31,-76763.31,-76763.31,-76763.31,-76763.31,-76763.31,-76763.31,-76763.31,-921159.72,,1283163.5340000002,-0.5821122340707294,Budget 2024 Shared Service
2024_698_242_7431_20231004,2024,698,242,7431,NSHS Services in PE MGK & PE FGK,-656613.438,-1306559.004,-43291.078,-43291.078,-43291.078,-43291.078,-43291.078,-43291.078,-43291.078,-43291.078,-43291.078,-43291.078,-43291.078,-43291.078,-519492.936,,787066.068,-0.6023961149786696,Budget 2024 Shared Service
2024_698_242_7431_20231004,2024,698,242,7431,"Shared equipment ""K662x"" accounts",-27274.798,-46502.664,-5775.403,-5775.403,-5775.403,-5775.403,-5775.403,-5775.403,-5775.403,-5775.403,-5775.403,-5775.403,-5775.403,-5775.403,-69304.836,,-22802.172,0.4903411985171431,
2024_698_242_7431_20231004,2024,698,242,7431,PMME Depreciation intangible development assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7431_20231004,2024,698,242,7431,PMME Depreciation w/o intangible,-2687608.09,-4840480.388,-207295.623,-210014.373,-210014.373,-210014.373,-210316.457,-210618.54,-210618.54,-210618.54,-210618.54,-210618.54,-210618.54,-210618.54,-2521984.979,,2318495.4090000005,-0.47898043647646327,PSS phase out & scheduled CCN line transfer in 2024
2024_698_242_7431_20231004,2024,698,242,7431,PMME Others,-4447624.202,-8397865.31,-333125.414,-335844.164,-335844.164,-335844.164,-336146.248,-336448.331,-336448.331,-336448.331,-336448.331,-336448.331,-336448.331,-336448.331,-4031942.471,0.0,4365922.839000001,-0.5198848371384514,
2024_698_242_7431_20231004,2024,698,242,7431,Delta RACE vs. RACE CTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2024_698_242_7431_20231004,2024,698,242,7431,PMME Total,-11486901.93,-21291040.878000002,-1402916.604,-1457513.698,-1392233.395,-1330693.436,-1353861.596,-1375062.9559999998,-1492202.153,-1441699.729,-1410532.1149999998,-1376450.375,-1374863.964,-1363545.943,-16771575.964,-7250000.0,4519464.914000003,-0.21227073584128797,
2024_698_242_7431_20231004,2024,698,242,7431,Period expenses ICO,-21310.643,-63230.699,-3782.957,-4118.738,-3447.177,-4118.738,-3666.43,-3330.65,-4002.211,-3330.65,-4002.211,-3330.65,-3490.545,-4294.28,-44915.237,,18315.462,-0.28966091296887286,
2024_698_242_7431_20231004,2024,698,242,7431,Compensation,-37840.944,-52977.3216,-3479.33,-4238.579,-2755.399,-1258.422,-1876.479,-1250.84,-1499.173,-1089.412,-2460.821,-1193.812,-1756.64,-1215.935,-24074.842,,28902.479600000002,-0.5455632471989675,
2024_698_242_7431_20231004,2024,698,242,7431,Assessment from Central Functions,-761223.389,-1448614.755,-114782.173,-109207.637,-109174.508,-107069.325,-108896.578,-107997.996,-117078.516,-110696.702,-109849.993,-108354.592,-108885.843,-109190.463,-1321184.326,,127430.429,-0.08796709308680206,
2024_698_242_7431_20231004,2024,698,242,7431,NSHS Services in PE VK,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,Budget 2024 Shared Service
2024_698_242_7431_20231004,2024,698,242,7431,NSHS Allocations in PE VK,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,Budget 2024 Shared Service
2024_698_242_7431_20231004,2024,698,242,7431,Others (remaining),-34814.570000000065,-36817.56640000013,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-1502.9857500000119,-18035.829000000143,,18781.737399999984,-0.5101297895669693,
2024_698_242_7431_20231004,2024,698,242,7431,PE distribution,-833878.903,-1538409.643,-119764.48875,-114949.20175000001,-113432.89275000001,-109830.73275000001,-112276.04275000001,-110751.82175,-120080.67475,-113289.09975000001,-113813.79975,-111051.38975000002,-112145.46875,-111909.38375000001,-1363294.997,0.0,175114.64599999995,-0.11382835956391624,
2024_698_242_7431_20231004,2024,698,242,7431,Sales & distribution expenses w/o PE distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7431_20231004,2024,698,242,7431,"R, D & E  expenses",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7431_20231004,2024,698,242,7431,"Finance, general & administration expenses",-1429468.178,-2677465.141,-122515.38391666667,-122515.38391666667,-122515.38391666667,-122515.38391666667,-122515.38391666667,-122515.38391666667,-122515.38391666667,-122515.38391666667,-122515.38391666667,-122515.38391666667,-122515.38391666667,-122515.38391666667,-1470184.607,,1207280.5339999998,-0.4509042958255268,
2024_698_242_7431_20231004,2024,698,242,7431,Total Period Expenses,-13771559.654,-25570146.361,-1648979.4336666667,-1699097.0216666667,-1631628.8486666668,-1567158.2906666666,-1592319.4526666666,-1611660.8116666665,-1738800.4226666666,-1680834.8626666667,-1650863.5096666664,-1613347.7986666667,-1613015.3616666666,-1602264.9906666668,-19649970.805000003,-7250000.0,5920175.555999998,-0.23152685449738153,
2024_698_242_7431_20231004,2024,698,242,7431,Plant Orignated PMME,-7039277.728,-12893175.568,-1069791.19,-1121669.534,-1056389.2310000001,-994849.272,-1017715.3480000001,-1038614.625,-1155753.822,-1105251.3980000003,-1074083.7840000002,-1040002.044,-1038415.633,-1027097.6120000001,-12739633.493,-7250000.0,153542.07499999925,-0.01190878648865068,
2024_698_242_7431_20231004,2024,698,242,7431,% of Total Sales,-0.04452159551690794,-0.0536174817610117,-0.11203806494546756,-0.11965646183386353,-0.11491172857678492,-0.1075638335926514,-0.13165854668713098,-0.14022389248491218,-0.14971492028145605,-0.15667560566125327,-0.15366252863853508,-0.16367791342194465,-0.1643381687448198,-0.1627179804446591,-0.1366178420041438,0.0,-0.0010429731716548123,,
2024_698_242_7431_20231004,2024,698,242,7431,"PMME others (Depr, NPF, SHS)",-4447624.202,-8397865.31,-333125.414,-335844.164,-335844.164,-335844.164,-336146.248,-336448.331,-336448.331,-336448.331,-336448.331,-336448.331,-336448.331,-336448.331,-4031942.471,0.0,4365922.839000001,-0.5198848371384514,
2024_698_242_7431_20231004,2024,698,242,7431,% of Total Sales,-0.02813006296725766,-0.03492331177184183,-0.034887861404726814,-0.03582688409881676,-0.03653239950310061,-0.03631171754987134,-0.04348615413237524,-0.04542406149236744,-0.043583100566630825,-0.04769344434083476,-0.04813358330868798,-0.05295101207741067,-0.05324583031753239,-0.05330184035545805,-0.04323792201522443,0.0,-0.029656629237243503,,
2024_698_242_7431_20231004,2024,698,242,7431,PMME Total,-11486901.93,-21291040.878,-1402916.6039999998,-1457513.6979999999,-1392233.395,-1330693.436,-1353861.5960000001,-1375062.956,-1492202.153,-1441699.7290000003,-1410532.1150000002,-1376450.375,-1374863.9640000002,-1363545.943,-16771575.964000002,-7250000.0,4519464.914,-0.21227073584128775,
2024_698_242_7431_20231004,2024,698,242,7431,% of Total Sales,-0.0726516584841656,-0.08854079353285352,-0.14692592635019436,-0.15548334593268026,-0.1514441280798855,-0.14387555114252273,-0.17514470081950623,-0.18564795397727962,-0.1932980208480869,-0.20436905000208802,-0.20179611194722308,-0.2166289254993553,-0.2175839990623522,-0.21601982080011714,-0.17985576401936826,0.0,-0.030699602408898317,,
2024_698_242_7431_20231004,2024,698,242,7431,CF assessments,-5088744.592,-10068435.338,-884060.232,-884462.967,-889182.344,-857075.7849999999,-875692.829,-882928.903,-981336.155,-943432.415,-914519.1780000001,-905351.983,-901149.236,-910965.91,-10830157.936999999,0.0,-761722.598999999,0.07565451566492443,
2024_698_242_7431_20231004,2024,698,242,7431,% of Total Sales,-0.03218498220530456,-0.041870534163592536,-0.09258666421483722,-0.09435195130681083,-0.09672332618562768,-0.09266766304074962,-0.11328555222936688,-0.11920468341767618,-0.12712107147601162,-0.13373685415649103,-0.13083460664174273,-0.1424863771612548,-0.14261458562809737,-0.14431981088972787,-0.11614092404855889,0.0,0.00517419238342441,,
2024_698_242_7431_20231004,2024,698,242,7431,Check vs Race entry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024_698_242_7521_20231004,2024,698,242,7521,Sales,10156179.188,21211769.709,1739629.528,1739642.172,1695770.175,1739642.172,1783555.132,1664422.378,1798104.853,1753455.742,1575219.538,1798018.027,1753426.336,1530643.757,20571529.81,0.0,-640239.8990000002,-0.030183238257972977,
2024_698_242_7521_20231004,2024,698,242,7521,Assessment from Central Functions (520),-305965.867,-615492.634,-54295.493,-54215.039,-54362.316,-50166.439,-53105.339,-54124.247,-68689.45,-65987.237,-58387.524,-58377.088,-57342.53,-60199.338,-689252.04,-913500.0,-73759.40600000008,0.11983799955597862,"IT cost allocation increase(due to allocation key increase), CM sales shrinking makes higher allocation portion, Overall FM(infra) cost increase due to plant extension and autostore + Occupied space increase for MES(180 → 250sqm)"
2024_698_242_7521_20231004,2024,698,242,7521,Assessment from FF (520),-10512.043,-26914.803,-2465.221,-2614.516,-2503.748,-2289.759,-2331.478,-2560.889,-3098.304,-2610.027,-2813.4,-2567.906,-2608.016,-2662.356,-31125.62,,-4210.816999999999,0.15644985400784828,
